video_name,question_id,if_you_can_answer,your_answer,your_answer_2,your_answer_3,reason,scene_context,speaker's_information,facial_expression,motion,tone_of_voice,other_information,reference_time_start,reference_time_end
G4RvOmNedls,q3,yes,a2,,,"The brief response followed by a pause suggests politeness rather than genuine enthusiasm, indicating he may not fully understand the situation.",,,,,,,24,25
G4RvOmNedls,q4,no,,,,The transcript doesn't show the man in the brown suit repeating this phrase. Additional context would be needed to interpret such an interaction.,1,,,,1,,,
G4RvOmNedls,q5,no,,,,The text doesn't describe any pointing gestures. Visual information would be necessary to observe and interpret such non-verbal communication.,1,,,1,,,,
GARQJHyaBD0,q1,no,,,,The transcript doesn't describe any physical contact. Visual information would be necessary to observe and interpret such gestures.,1,,,1,,,,
GARQJHyaBD0,q2,yes,a0,,,"The man repeatedly refuses to get down on one knee, suggesting reluctance and possible nervousness about rehearsing the proposal.",,,,,,,28,34
GARQJHyaBD0,q3,no,,,,The text doesn't describe any movement by the woman. Visual cues would be needed to interpret such physical actions.,1,,,1,,,,
GARQJHyaBD0,q4,yes,a3,,,"The woman's response criticizes the lack of enthusiasm and effort in the proposal, suggesting she thinks he's not trying hard enough.",,,,,,,51,60
GARQJHyaBD0,q5,yes,a2,,,"The \""Oh, my God\"" response after being rejected in the practice proposal suggests frustration and annoyance with the situation.",,,,,,,52,54
gbVOyKifrAo,q1,yes,a2,,,"The speaker expresses enthusiasm about discussing various aspects of government, agencies, and related topics, indicating interest in the subject matter.",,,,,,,2,17
gbVOyKifrAo,q2,yes,a1,,,"The conversation covers serious topics like Hurricane Katrina, government roles, and cultural issues, suggesting a serious tone throughout.",,,,,,,0,60
gbVOyKifrAo,q3,yes,a3,,,There's no indication of disagreement in the dialogue. The speaker seems to be setting up a discussion that the other person is agreeing to participate in.,,,,,,,0,60
gbVOyKifrAo,q4,yes,a3,,,"The speaker is clearly asking questions and setting up the structure of the conversation, suggesting he is the interviewer on the left.",,,,,,,36,46
gbVOyKifrAo,q5,no,,,,The transcript doesn't provide information about the seating arrangement or body language of the participants. ,,1,1,,,body language,,
GD4uE4WANgc,q1,no,,,,The transcript doesn't provide information about specific physical gestures or eye movements. Visual cues would be necessary to interpret such non-verbal communication.,,,1,1,,,,
GD4uE4WANgc,q2,yes,a3,,,The bald man's questioning style and follow-up questions suggest skepticism and suspicion towards the woman's actions and motivations.,,,,,,,0,60
GD4uE4WANgc,q3,no,,,,The transcript doesn't describe any chair movements. Visual information would be necessary to observe and interpret such physical actions.,1,,,1,,,,
GD4uE4WANgc,q4,yes,a1,,,"The woman's responses are brief, carefully worded, and address serious topics, suggesting a somber and serious demeanor throughout the questioning.",,,,,,,0,60
GD4uE4WANgc,q5,yes,a2,,,"The woman states that she works for the British people and gathers intelligence to protect them, indicating she cares about her country and its citizens.",,,,,,,46,57
gDUFvLWl-Oc,q1,yes,a3,,,"The host sarcastically comments that no one in history has answered this question honestly, indicating he finds it ridiculous.",,,,,,,5,30
gDUFvLWl-Oc,q2,no,,,,The transcript doesn't mention any physical gestures. Visual information would be necessary to observe and interpret such non-verbal communication.,1,,,1,,,,
gDUFvLWl-Oc,q3,yes,a3,,,"The host describes Cruz's answer as \""the most least,\"" suggesting he views it as a particularly poor response.",,,,,,,42,53
gDUFvLWl-Oc,q4,yes,a3,,,"The host implies that candidates' answers to this question are dishonest, including his own previous response.",,,,,,,26,30
gDUFvLWl-Oc,q5,no,,,,The text doesn't describe any hand movements. Visual information would be needed to observe and interpret such gestures.,1,,,1,,,,
gDUFvLWl-Oc,q6,yes,a3,,,"The host is critically analyzing and commenting on the debate question and responses, suggesting he's reviewing the clip to highlight specific aspects.",,,,,,,0,59
gDUFvLWl-Oc,q7,yes,a1,,,The host's sarcastic comment about the question suggests he views it negatively.,,,,,,,5,12
gDUFvLWl-Oc,q8,no,,,,The text doesn't describe any specific gestures or clothing details. Visual information would be necessary to observe and interpret such actions.,1,,,1,,,,
gDUFvLWl-Oc,q9,no,,,,The transcript doesn't mention any physical movements. Visual information would be needed to observe and interpret posture changes.,1,,,1,,,,
gDUFvLWl-Oc,q10,yes,a1,,,"The host uses sarcasm and humor throughout his commentary, indicating he's presenting himself in a comedic manner.",,,,,,,0,59
gDUFvLWl-Oc,q11,yes,a0,,,"The host calmly introduces the topic but immediately follows with a sarcastic, humorous comment, suggesting a calm yet funny tone.",,,,,,,0,12
gjX78p5tvfo,q1,no,,,,The transcript doesn't describe a tasing event or related reactions. Visual and contextual information would be necessary to interpret such a scenario.,1,,1,,,,,
gjX78p5tvfo,q2,no,,,,The text doesn't mention a man in dark blue or describe anyone's feelings about a competition. Additional context would be needed to determine this.,1,,1,,,,,
gjX78p5tvfo,q3,yes,a3,,,"The dialogue includes jokes, playful banter, and references to humorous content, suggesting a non-serious tone throughout the end of the video.",,,,,,,30,60
gjX78p5tvfo,q4,no,,,,The transcript doesn't describe a tasing event or anyone's feelings about it. Visual and contextual information would be necessary to interpret such a scenario.,1,,1,,,,,
gjX78p5tvfo,q5,no,,,,The text doesn't describe anyone holding or using a taser. Visual and contextual information would be needed to determine this person's feelings or actions.,1,,1,,,,,
gKuBUQVcDJM,q1,no,,,,The transcript doesn't describe audience sounds. Auditory information would be necessary to interpret collective audience reactions.,1,,,,1,,,
gKuBUQVcDJM,q2,yes,a3,,,"The man asks about the kangaroo and provides detailed information, indicating strong interest in the animal.",,,,,,,26,32
gKuBUQVcDJM,q3,yes,a3,,,"The speaker expresses admiration for Jack's long career and impact on wildlife TV, suggesting respect and admiration from the group.",,,,,,,10,25
gKuBUQVcDJM,q4,yes,a3,,,"The woman eagerly accepts the opportunity to hold the kangaroo and engages in conversation about it, indicating strong interest.",,,,,,,43,52
gKuBUQVcDJM,q5,yes,a3,,,"The conversation is characterized by enthusiastic greetings, shared interests, and positive interactions, creating a friendly and warm atmosphere.",,,,,,,0,59
gKuBUQVcDJM,q6,yes,a3,,,"The speaker expresses admiration for Jack's long career and impact on wildlife TV, indicating respect and admiration.",,,,,,,10,25
gKuBUQVcDJM,q7,no,,,,The transcript doesn't describe audience reactions. Auditory information would be necessary to confirm and interpret applause.,1,,,,,audience reactions,,
gKuBUQVcDJM,q8,no,,,,The text doesn't mention laughter. Auditory and visual cues would be needed to identify and interpret such reactions.,,,1,,1,,,
gKuBUQVcDJM,q9,yes,a3,,,"The participants show interest in holding the kangaroo and discuss its characteristics positively, indicating a friendly attitude towards the animal.",,,,,,,26,57
gKuBUQVcDJM,q10,yes,a2,,,The speaker's comments about Jack's long career and impact suggest that any applause would be out of respect for his contributions to wildlife TV.,,,,,,,10,25
gKuBUQVcDJM,q11,yes,a3,,,"The speaker expresses Jack's reputation in wildlife TV and personally thanks him for being there, showing verbal appreciation.",,,,,,,14,26
GzPIbX1pzDg,q1,no,,,,The transcript contains no description of physical gestures. Visual information is needed to confirm the pointing action and its purpose.,1,,,1,,,,
GzPIbX1pzDg,q2,no,,,,"While the dialogue shows some competitive relationships, it doesn't directly indicate personal feelings. More non-verbal cues are needed to interpret emotions.",,,1,,1,,,
GzPIbX1pzDg,q3,no,,,,The text contains no information about a head-shaking gesture. Visual information is needed to confirm this action and its meaning.,1,,,1,,,,
GzPIbX1pzDg,q4,no,,,,The text contains no description of a looking-right action. ,1,,1,,,,,
GzPIbX1pzDg,q5,yes,a1,,,"Although the text doesn't directly mention applause, the first speaker's statement \""going forward can and will beat Donald Trump in this election\"" would likely elicit applause from supporters. This is based on common reactions in political debates.",,,,,,,0,9
h7YTPuEMgaE,q1,yes,a2,,,"The transcript shows the guest using detailed verbal descriptions to communicate the story of Hamilton and its creation, without any mention of gestures or other communication methods.",,,,,,,0,58
h7YTPuEMgaE,q2,no,,,,The text provides no information about facial expressions. Visual cues would be necessary to confirm and interpret any smiling.,1,,1,,,,,
h7YTPuEMgaE,q3,no,,,,The transcript contains no information about audience behavior. Additional context about the setting and audience reactions would be required.,1,,,1,,,,
h7YTPuEMgaE,q4,no,,,,The text doesn't describe the physical actions of other participants. Visual information would be needed to determine what others are doing during the conversation.,1,,,1,,,,
h7YTPuEMgaE,q5,yes,a0,,,"The guest's excitement is evident in his statement \""Yeah, and it swings, baby, it swings. \"" This suggests he's thrilled about the musical's engaging nature despite its seemingly dry subject matter.",,,,,,,51,55
h35dZhHkuFM,q1,no,,,,The transcript only includes the conversation between speaking participants. Information about other people present and their reactions is not provided.,1,,,1,,,,
h35dZhHkuFM,q2,no,,,,The text contains no information about physical movements or gestures. Visual information would be necessary to confirm and interpret any hand movements.,1,,,1,,,,
h35dZhHkuFM,q3,no,,,,The transcript doesn't include descriptions of non-verbal reactions like nodding. Visual cues would be required to confirm and interpret such actions.,,,1,1,,,,
h35dZhHkuFM,q4,yes,a1,,,The woman suggests she still has positive feelings for the family member despite being hurt by their words.,,,,,,,50,55
h35dZhHkuFM,q5,yes,a0,,,"The speaker's word indicates she's asking for honest, personal responses rather than superficial ones.",,,,,,,18,30
HEMqddRGVBY,q1,no,,,, The transcript doesn't describe non-verbal actions like sighing or head movements. Visual information would be necessary to interpret such behaviors.,1,,1,,,,,
HEMqddRGVBY,q2,yes,a3,,,"The green shirt man repeatedly gives unsolicited advice, using imperatives and a lecturing tone, suggesting he believes he knows better than the other man.",,,,,,,24,33
HEMqddRGVBY,q3,no,,,,The text doesn't include any description of laughter. Auditory and visual cues would be needed to confirm and interpret any laughing.,,,1,,1,,,
HEMqddRGVBY,q4,yes,a3,,,"The black shirt man's outburst suggests extreme frustration, likely stemming from the continuous unsolicited advice about golf technique.",,,,,,,33,40
HEMqddRGVBY,q5,yes,a3,,,"Despite the other man's clear agitation, the green shirt man continues to offer advice calmly, suggesting he's unaware of the impact of his words.",,,,,,,45,49
HEMqddRGVBY,q6,yes,a1,,,"The dialogue indicates another golfer hit into their area, causing both men to react with annoyance at the breach of golf etiquette.",,,,,,,55,59
HFPGeaEPy9o,q1,no,,,,The speaker presents various arguments about the welfare state without explicitly stating his own opinion. Additional context about the speaker's tone or background would be necessary to infer his personal stance.,,1,,,1,,,
HFPGeaEPy9o,q2,yes,a2,,,"The speaker presents a structured, coherent explanation of various arguments related to the welfare state, suggesting he has prepared thoroughly for this presentation.",,,,,,,0,59
HFPGeaEPy9o,q3,yes,a2,,,"The speaker provides a balanced overview of different arguments related to the welfare state, explaining various perspectives without advocating for a particular side, indicating an educational purpose.",,,,,,,0,59
HFPGeaEPy9o,q4,yes,a3,,,"The speaker presents complex arguments clearly and systematically, demonstrating articulation and confidence in his delivery of the subject matter.",,,,,,,0,59
HFPGeaEPy9o,q5,yes,a3,,,"The speaker presents various arguments about the welfare state without expressing personal agreement or disagreement, maintaining a neutral, objective tone throughout the presentation.",,,,,,,0,59
HPszYa77CkM,q1,yes,a1,,,"The speaker's comments about winning, losing, and love, as well as his quip about people who don't get gifts, suggest he's trying to be humorous and entertaining.",,,,,,,1,23
HPszYa77CkM,q2,yes,a3,,,"The conversation is filled with playful banter, jokes, and witty exchanges, indicating a light-hearted and humorous tone throughout.",,,,,,,0,59
