video_name,question_id,if_you_can_answer,your_answer,your_answer_2,your_answer_3,reason,contents_of_conversation,scene_context,speaker's_information,facial_expression,motion,tone_of_voice,other_information,reference_time_start,reference_time_end
DGLGNr9M7fY,q5,yes,a0,,,"Without a timestamp, it is difficult to determine exactly when she shook her head slightly. However, at the beginning of the video, she does this because her guest traveled a long way to see her. Her initial expression showed surprise, and her gesture conveyed a warm welcome.",1,,,1,1,,,0,3
DMo2qyKq4_w,q1,yes,a0,a1,a3,"The tone with which the woman said \""Dupree?\"" combined with her raised eyebrows suggests she was surprised by the suggestion.",1,,,1,,1,,0,2
DMo2qyKq4_w,q2,yes,a3,,,"The woman abruptly rose from bed and exclaimed, \""What? Dupree's here?\"" in a heightened tone, clearly astonished that he had been waiting outside the house.",1,,,,1,1,,37,40
DMo2qyKq4_w,q3,yes,a2,,,"Based on the conversation's content, the woman rolled her eyes as the man elaborated on Dupree's familial issues, clearly signaling her annoyance.",1,,,1,,,,13,15
DMo2qyKq4_w,q4,yes,a0,,,"The man momentarily halted his speech to curiously scan the room, then inquired, \""What's all this?\"" indicating that something in the room was out of the ordinary.",1,,,,1,,,19,25
DMo2qyKq4_w,q5,yes,a2,,,"Taking out his wallet, the man remarked, \""Maybe I should just give him some money for a motel,\"" thereby making answer a2 the obvious choice.",1,,,,1,,,58,59
dU7L1hvMx9Y,q1,yes,a0,,,"The woman in glasses is evidently pleased with the other woman, having just performed a favor for her.",1,,1,1,,1,,0,22
dU7L1hvMx9Y,q2,yes,a1,a2,,"Based on the context, it is clear that the boy is assisting with wedding preparations. This is further confirmed by the woman’s statement, \“Caleb, I see a table over there that needs some.\”",1,1,,,,,,22,30
dU7L1hvMx9Y,q3,yes,a2,,,"The person with the little boy on his shoulders is clearly delighted, evident from the broad smile on his face.",,,,1,,,,53,59
dU7L1hvMx9Y,q4,yes,a0,,,"The woman said, \""Laura wants to go straight to dessert. Can you say yum?\"" with a joyful expression, clearly aware of what her child desires.",1,,,1,,,,48,52
dU7L1hvMx9Y,q5,yes,a3,,,"The woman in blue told her that she had saved her day, and she laughed, unable to conceal her elation.",1,,1,1,,,,7,9
dVAB7Li_7qo,q1,yes,a1,,,"The woman in the white dress is visibly upset with the man, protesting with a loud, squeaky \""No, no, no\"" while covering her face, likely due to the tradition of not seeing the groom before the wedding ceremony.",1,1,1,,1,1,,5,9
dVAB7Li_7qo,q2,yes,a2,,,"The man is visibly enraged by the woman's negligence in outsourcing the wedding vows, slamming the papers on the table and gesturing towards them to underscore his frustration with her.",1,,,1,1,1,,38,40
dVAB7Li_7qo,q3,yes,a2,,,"As the video progresses, the woman also begins raising her voice and using profanity, further escalating the situation.",1,,,1,,1,,0,59
dVAB7Li_7qo,q4,yes,a3,,,"The man appears more mature, as despite his frustration, he presents a clear, rational argument. In contrast, the woman resorts to excuses, using foul language and displaying emotional rage.",1,,,1,,1,,0,59
dVAB7Li_7qo,q5,no,,,,"Based on the scene, it is evident that the woman has not dedicated time and energy to the wedding. However, her true feelings cannot be determined from the video.",,,,,,,Any context that might disclose her sentiments toward the man she is soon to marry.,,
dVAB7Li_7qo,q6,yes,a3,,,"The woman dismisses the man's protests and, instead of addressing the vows, becomes defensive, shifting the conversation to Edgar and using profanity.",1,,,1,,1,,44,59
dzYHXvrsOWk,q1,yes,a2,,,"Based on his role as a driving instructor and his tone, it is clear that he is not angry when saying \""Slow it down\"" but is simply trying to remind the distracted woman.",1,1,,,,1,,4,10
dzYHXvrsOWk,q4,yes,a0,,,"It is evident from the conversation that he instructed her to slow down because she was likely exceeding the 30-mile-per-hour limit, prioritizing the safety of both of them.",1,,,,,,,4,10
dzYHXvrsOWk,q2,yes,a1,,,"Given that they were engaged in a breath-holding contest for fun, she raised her finger at the man after he couldn’t hold on any longer, likely to signal that she won, as she was unable to speak while still holding her breath.",,1,,,1,,,16,19
dzYHXvrsOWk,q3,yes,a1,,,"The man placed his hands on the woman's steering wheel because she failed to follow his instructions, potentially putting them in a dangerous situation. He also raised his voice, though not angrily, to alert her to the seriousness of the situation.",1,,,,1,1,,43,45
dzYHXvrsOWk,q5,yes,a2,,,"Given that the woman is still a driving student, the man appears to be instructing her on how to maneuver the truck, as she is likely unfamiliar with its size and handling characteristics.",1,1,,,,,,31,38
E04Y4GSg9BI,q1,yes,a3,,,"Throughout the video, the child gazes at her mother with affection, laughs, and makes playful word jokes, indicating that she is very comfortable with her.",1,,,1,,1,,0,59
E04Y4GSg9BI,q2,yes,a3,,,"The child was silent, gazing upwards as she organized her thoughts before nodding, indicating she was contemplating whether her mommy’s favorite animal is indeed a dog.",,,,1,1,,,34,40
E04Y4GSg9BI,q3,yes,a1,,,"Her smile and enthusiastic \""Yes!\"" indicate her pleasure at her child correctly guessing her favorite animal.",1,,,1,,1,,47,48
epy3Dy2FUOI,q1,yes,a0,,,"It is evident from the scene that she is an expert or a key figure in the field, presenting detailed facts about the roles of stakeholders and current trends related to digital advisors.",1,1,,,,,,18,59
epy3Dy2FUOI,q2,yes,a1,,,"Based on the speech, it is evident that she supports her arguments with evidence. Her professional and confident tone further reinforces this.",1,,,,,1,,18,59
epy3Dy2FUOI,q3,yes,a2,,,"Despite the woman offering some critiques, she maintains a professional demeanor with a matter-of-fact tone, employing appropriate hand gestures for emphasis.",1,,,,1,1,,18,59
epy3Dy2FUOI,q4,yes,a3,,,"Although the woman seemed ready to present her perspective, she remained composed, refrained from interrupting the man, and demonstrated a deep understanding of the topic while actively engaging in the discussion.",1,,,,,1,,17,20
epy3Dy2FUOI,q5,no,,,,"Although the woman is observed referring to her script and then addressing certain individuals while elaborating on her argument, the intention behind these actions cannot be determined as the camera does not provide a broader view.",,Additional context about the scene is needed to discern where the woman is directing her gaze.,,,,,,,
epy3Dy2FUOI,q6,yes,a2,a3,,"The structure of her speech clearly indicates that she expanded on the man's topic, employing her own reasoning to construct a sophisticated and compelling argument.",1,,,,,,,18,59
epy3Dy2FUOI,q7,yes,a2,,,The man's tone and posture exude confidence as he articulates his perspective.,,,,,1,1,,0,17
epy3Dy2FUOI,q8,yes,a3,,,"Although the answer choices may not be optimal based on the video, the closest match would be a3, as she is simply analyzing the situation, stating that startups are performing well.",1,,,,,,,19,22
epy3Dy2FUOI,q9,yes,a0,a1,a3,"The woman speaks with an enthusiastic tone, clearly demonstrating her interest in the topic. Her evident knowledge is supported by evidence, and she appears concerned towards the end about the direction the Chamber of Commerce is heading.",1,,,,,1,,18,59
epy3Dy2FUOI,q10,yes,a1,a2,,"Based on the scene in the video, the man is clearly sharing information with everyone in the room.",1,1,,,,,,0,17
epy3Dy2FUOI,q11,yes,a0,,,The woman is clearly respectful as she begins speaking after the man finishes his speech.,,,,,,1,,17,20
epy3Dy2FUOI,q12,yes,a2,,,"The man in the video appears straightforward, devoid of emotional expression, and speaks with a composed demeanor.",,,,1,1,1,,0,17
epy3Dy2FUOI,q13,yes,a1,a2,,"The man maintains a serious tone during his speech, avoiding humor and preserving his neutral facial expression.",,,,1,,1,,0,17
epy3Dy2FUOI,q14,no,,,,"The woman expresses disagreement with the Chamber of Commerce, but the video does not disclose the man's affiliation.",,,Context regarding the man's affiliation is needed.,,,,,,
epy3Dy2FUOI,q15,yes,a0,,,"The man remains mostly still while speaking, as the scene indicates a professional conference setting where this behavior is the norm, thereby making him seem reasonable and factual.",,1,,,1,,,0,17
epy3Dy2FUOI,q16,yes,a1,,,"Throughout the woman's speech, it is apparent from the video, and further confirmed by the audio, that she leans into the microphone to ensure her voice is captured more effectively.",,,,,1,,,18,59
epy3Dy2FUOI,q17,yes,a3,,,"Although the video remains focused on him while the man speaks, the tempo of his speech and the scene context suggest he is addressing a specific person.",,1,,,1,,,0,17
epy3Dy2FUOI,q18,yes,a3,,,It is evident that the woman is glancing at a script or notes before stating facts throughout her speech.,1,,,,1,,,18,59
epy3Dy2FUOI,q19,yes,a0,a1,,"As previously mentioned, both the man and the woman speak in a serious and matter-of-fact tone within a formal setting.",,1,,,,1,,0,59
epy3Dy2FUOI,q20,yes,a0,a2,,"Throughout her speech, the woman makes emphatic hand gestures to underscore her points, all while maintaining a rather calm tone.",,,,,1,,,18,59
EqXKrS3gPN4,q1,yes,a0,,,"Based on the conversation, it can be inferred that people speak in a monotone manner due to cultural backgrounds and sensitivities regarding their English-speaking abilities.",1,,,,,,,0,59
EqXKrS3gPN4,q2,yes,a3,,,"In the video, Mofaiza can be seen presenting about the challenges of relocating to a new country and her associated feelings. Although the presentation cuts off midway, the remainder of the video suggests that the main focus of her presentation would have been on language.",1,1,,,,,,9,31
EqXKrS3gPN4,q3,yes,a3,,,It is evident that all the participants are discussing their perspectives derived from personal experience.,1,,,,,,,0,59
EqXKrS3gPN4,q4,yes,a1,a3,,"The tone of the last three speakers is similar, likely indicating they are serious educators sharing their perspectives on teaching English to people from diverse backgrounds.",1,,,,,1,,32,59
EqXKrS3gPN4,q5,yes,a0,,,"Despite the scene changing several times, the overall mood remains neutral because everyone adopts a monotone manner.",1,1,,,,1,,0,59
EWSHsRBP88Y,q1,yes,a2,,,"The demeanor of the man in the blue suit appears professional and calculated, with the scene context suggesting he is affiliated with the police. He exudes a measure of intimidation but is decidedly not arrogant.",1,1,1,,,1,,0,59
EWSHsRBP88Y,q2,yes,a1,,,"The man in the blue suit stated, \""There are five authentic Russian restaurants within walking distance of your apartment,\"" indicating he conducted thorough research prior to inquiring about the crime. This unexpected effort elicited a surprised smile and a \""wow\"" from the man in the brown shirt.",1,,1,1,,,,28,36
EWSHsRBP88Y,q3,yes,a1,,,"The tone of the man in the brown shirt is polite, and he even cooperates by sharing information about his friend. Despite some questions being intrusive, he maintains a smile and does not appear irritated or annoyed.",1,,,1,,1,,0,59
EWSHsRBP88Y,q4,yes,a3,,,"The man in the brown shirt anticipated further inquiries about his friend, so he preemptively interrupted the other man and informed him that she would not be of any help.",1,,1,,,1,,37,44
EWSHsRBP88Y,q5,yes,a0,a2,,"The man hesitates before answering the question about the girl, tilting his head and closely examining the photo before confirming.",1,,,1,1,,,56,59
F4rSKCXqEw0,q1,yes,a0,,,"The two women appear to be the hosts of a film award ceremony, and their sarcastic and humorous tone suggests they are trying to entertain the audience with their jokes.",1,1,,,,1,,0,59
F4rSKCXqEw0,q2,yes,a1,a3,,"The hosts' constant jokes, along with the subsequent laughter, cheering, and clapping from the audience, suggest a humorous and friendly atmosphere.",1,1,,,1,1,,0,59
F4rSKCXqEw0,q3,yes,a3,,,"""Only at the Golden Globes do the beautiful people of film rub shoulders with the rat-faced people of television,"" said the hosts, with the man in the crowd playfully playing along.",1,,,,1,,,15,25
F4rSKCXqEw0,q4,yes,a0,a1,a2,"Although the context implies that they are both nominees contending for a prize, their interaction demonstrates a well-matched tempo and suggests a strong familiarity and positive rapport between them.",1,,,,,,,0,59
